안나바, 알제리	라바 비타트 공항	AAE
수시티, IA, 미국	수 게이트웨이 에어포트	SUX
Suntar, 러시아	Sudureyri	SUY
Savoonga, AK, 미국	사붕가 에어포트	SVA
삼바바, 마다가스카르	Sambava	SVB
실버 시티, NM, 미국	그랜트 카운티 에어포트 뉴멕시코	SVC
킹스타운, Saint Vincent and the Grenadines	E.T. 조슈아 공항	SVD
킹스타운, VCT	E.T. 조슈아 공항	SVD
킹스타운, 세인트빈센트그레나딘	E.T. 조슈아 공항	SVD
스타방에르, 노르웨이	Sola	SVG
스타방에르, 노르웨이	Stavanger	SVG
스타방에르, 노르웨이	스타방에르 공항	SVG
San Vicente, 콜롬비아	Eduardo Falla Solano	SVI
San Vicente, 콜롬비아	에두아르도 파야 솔라노 에어포트	SVI
Svolvær, Norway	Helle	SVJ
스볼베르, 노르웨이	스볼베르 에어포트 헬레	SVJ
Silver Creek, 벨리즈	Silver Creek	SVK
사본린나, 핀란드	사본린나공항	SVL
모스크바, 러시아	Sheremetyevo	SVO
모스크바, 러시아	셰레메티예보국제공항	SVO
셰레메티예보국제공항	모스크바, 러시아	SVO
Hispalis, Spain	Sevilla	SVQ
세비야, 스페인	Seville San Pablo	SVQ
세비야, 스페인	Sevilla	SVQ
세비야, 스페인	세빌라공항	SVQ
Stevens Village, AK, 미국	스티븐스 빌리지 에어포트	SVS
사부사부, 피지	Savusavu	SVU
사부사부, 피지	사부사부공항	SVU
Yekaterinburg, Russia	Ekaterinburg	SVX
예카테린부르크, 러시아	Ekaterinburg	SVX
예카테린부르크, 러시아	Ekaterinburg Koltsovo	SVX
예카테린부르크, 러시아	콜초보공항	SVX
Jieyang, China	Shantou	SWA
지에양, 중국	Shantou	SWA
뉴윈저, NY, 미국	Stewart	SWF
뉴윈저, NY, 미국	스튜어트국제공항	SWF
South West Bay, 바누아투	South West Bay	SWJ
산비센테, 필리핀	산 비센테 공항	SWL
Stillwater, OK	Searcy Fld	SWO
스틸워터, OK, 미국	Searcy Fld	SWO
스틸워터, OK, 미국	스틸워터 리저널 에어포트	SWO
Sumbawa, Indonesia	Brang Bidji	SWQ
숨바와, 인도네시아	Brang Bidji	SWQ
Swansea, United Kingdom	Fairwood Comm	SWS
스완지, 영국	Fairwood Comm	SWS
스완지, 영국	스완시공항	SWS
스트레제보이, 러시아	스트레제보이 에어포트	SWT
스트라스부르, 프랑스	Entzheim	SXB
스트라스부르, 프랑스	스트라스부르국제공항	SXB
Sirri Island, 이란	Sirri Island	SXI
Saumlaki, 인도네시아	Saumlaki	SXK
Simpson Bay, St. Maarten	Princess Juliana	SXM
Sint Maarten, St. Maarten	Princess Juliana	SXM
심슨베이, 신트마르턴	Princess Juliana	SXM
심슨베이, 신트마르턴	프린세스 줄리아나 국제공항	SXM
Nunam Iqua, AK, 미국	셸던 포인트 에어포트	SXP
스리나가르, 인도	Sheikhul Aalam Intl	SXR
스리나가르, 인도	Srinagar	SXR
스리나가르, 인도	스리나가르공항	SXR
살렘, 인도	살렘 에어포트	SXV
Seal Bay, AK, 미국	실 베이 시플레인 베이스 (SYB)	SYB
시드니, NSW, 호주	Kingsford Smith	SYD
시드니, NSW, 호주	킹스포드스미스국제공항	SYD
푸얼, 중국	Simao	SYM
쇼나이, 일본	Sakata	SYO
쇼나이, 일본	Shonai	SYO
쇼나이, 일본	쇼나이공항	SYO
산호세, 코스타리카	토비아스볼라뇨스국제공항	SYQ
산호세, 코스타리카	Tobias Bolanos Intl	SYQ
Upstate New York, NY	Hancock Intl	SYR
시러큐스, NY, 미국	시러큐스 행콕 국제공항	SYR
Saskylakh, 러시아	여수공항	SYS
Saskylakh, 러시아	Suncheon	SYS
Saskylakh, 러시아	Yeosu	SYS
싼야, 중국	Phoenix Intl	SYX
싼야, 중국	싼야펑황국제공항	SYX
스토너웨이, 영국	스토너웨이공항	SYY
Shiraz, 이란	Shiraz	SYZ
Soio, Angola	Soyo	SZA
소요, 앙골라	Soyo	SZA
소요, 앙골라	소요 에어포트	SZA
수방공항	쿠알라룸푸르, 말레이시아	SZB
쿠알라룸푸르, 말레이시아	Abdul Aziz Shah	SZB
쿠알라룸푸르, 말레이시아	Subang Skypark	SZB
쿠알라룸푸르, 말레이시아	Subang	SZB
쿠알라룸푸르, 말레이시아	Sultan Abdul Aziz Shah	SZB
쿠알라룸푸르, 말레이시아	수방공항	SZB
Semera, 에티오피아	Semera	SZE
삼순, 터키	Carsamba	SZF
삼순, 터키	삼순-카르삼바 에어포트	SZF
잘츠부르크, AUT	잘츠부르크공항	SZG
잘츠부르크, 오스트리아	W.A. Mozart	SZG
잘츠부르크, 오스트리아	Salzburg	SZG
잘츠부르크, 오스트리아	잘츠부르크공항	SZG
Zaisan, 카자흐스탄	Zaisan	SZI
Zaysan, Kazakhstan	Zaisan	SZI
스쿠쿠자, 남아프리카공화국	Skukuza	SZK
스쿠쿠자, 남아프리카공화국	스쿠쿠자 에어포트	SZK
Soochow, China	Suzhou	SZV
쑤저우, 중국	Suzhou	SZV
선전, 중국	Shenzhen Bao'an Intl	SZX
선전, 중국	Shenzhen	SZX
선전, 중국	선전 바오안 국제공항	SZX
Szymany, 폴란드	Olsztyn-Mazury	SZY
Szymany, 폴란드	Szczytno	SZY
Szymany, 폴란드	슈치트노-시마니 인터내셔널 에어포트	SZY
슈체친, 폴란드	Goleniow	SZZ
슈체친, 폴란드	Szczecin Goleniow	SZZ
슈체친, 폴란드	슈체친-골레니우프 솔리다르노시치 공항	SZZ
Scarborough, Trinidad and Tobago	ANR Robinson Intl	TAB
스카버러, Trinidad and Tobago	아서 나폴리언 렐이먼드 로빈슨 국제공항	TAB
스카버러, TTO	아서 나폴리언 렐이먼드 로빈슨 국제공항	TAB
스카버러, 트리니다드토바고	ANR Robinson Intl	TAB
스카버러, 트리니다드토바고	Arthur Napoleon Raymond Robinson Intl	TAB
스카버러, 트리니다드토바고	아서 나폴리언 렐이먼드 로빈슨 국제공항	TAB
타클로반 시티, 필리핀	다니엘 Z. 로무알데즈 에어포트	TAC
대구, 대한민국	Daegu	TAE
대구, 대한민국	대구 국제공항	TAE
팡라오, 필리핀	Bohol–Panglao Intl	TAG
팡라오, 필리핀	팽글라오 섬 국제 공항	TAG
탄나 섬, 바누아투	화이트그래스 에어포트	TAH
Shionoe, Japan	Takamatsu	TAK
다카마쓰, 일본	다카마쓰공항	TAK
Tanana, AK, 미국	Ralph Calhoun	TAL
Tanana, AK, 미국	랄프 M 칼훈 메모리얼 에어포트	TAL
탐피코, 멕시코	Gen F Javier Mina	TAM
탐피코, 멕시코	헤네랄 프란시스코 하비에르 미나 국제공항	TAM
칭다오, CHN	류팅국제공항	TAO
칭다오, 중국	Qingdao	TAO
칭다오, 중국	류팅국제공항	TAO
타파출라, 멕시코	타파출라국제공항	TAP
타슈켄트, Uzbekistan	타슈켄트국제공항	TAS
타슈켄트, 우즈베키스탄	Islam Karimov Tashkent Intl	TAS
타슈켄트, 우즈베키스탄	타슈켄트국제공항	TAS
타슈켄트, 우즈베키스탄	Vostochny	TAS
포프라트, 슬로바키아	Poprad/Tatry	TAT
포프라트, 슬로바키아	포르라드타트리공항	TAT
타르투, 에스토니아	Tartu	TAY
타르투, 에스토니아	타르투 공항	TAY
Dashoguz, 투르크메니스탄	다쇼구즈 에어포트	TAZ
뚜이호아, 베트남	Tuy Hoa	TBB
뚜이호아, 베트남	동 탁 공항	TBB
Tabubil, 파푸아뉴기니	Tabubil	TBG
Odiongan, Philippines	Tablas	TBH
오디온간, 필리핀	Tablas	TBH
오디온간, 필리핀	툭단 공항	TBH
The Bight, 바하마	The Bight	TBI
Fort Leonard Wood, MO	Waynesville Regional	TBN
포트 레너드 우드, MO, 미국	웨인즈빌-세인트 로버트 리저널 에어포트	TBN
포트 레너드 우드, MO, 미국	Waynesville Regional	TBN
타보라, 탄자니아	Tabora	TBO
툼베스, 페루	카피탄 FAP 페드로 캉가 로드리게스 에어포트	TBP
툼베스, 페루	Tumbes	TBP
트빌리시, 조지아	트빌리시국제공항	TBS
트빌리시, 조지아	Novo Alexeyevka	TBS
트빌리시, 조지아	Tbilisi Intl	TBS
타바틴가, 브라질	타바칭가 인터내셔널 에어포트	TBT
Nuku‘alofa, Tonga	Fua'Amotu Intl	TBU
누쿠알로파, 통가	Fua'Amotu Intl	TBU
누쿠알로파, 통가	푸아모투 인터내셔널 에어포트	TBU
탐보프, 러시아	탐보프 돈스코예 에어포트	TBW
Tabriz, 이란	Tabriz	TBZ
트레져 케이, 바하마	트레저 케이 에어포트	TCB
트레져 케이, 바하마	Treasure Cay	TCB
Tarapacá, 콜롬비아	Tarapacá	TCD
Qoqek, China	Tacheng	TCG
타쳉, 중국	타청 에어포트	TCG
산타크루즈데테네리페, 스페인	모든 공항	TCI
Tumaco, Colombia	La Florida	TCO
투마코, 콜롬비아	라 플로리다 에어포트	TCO
타크나, 페루	코로넬 FAP 카를로스 시리아니 산타로사 인터내셔널 에어포트	TCQ
투티코린, 인도	투티코린 에어포트	TCR
투티코린, 인도	Tuticorin	TCR
텅충, 중국	텅충 퉈펑 에어포트	TCZ
텅충, 중국	Tengchong Tuofeng	TCZ
트리니다드, 볼리비아	테니엔테 호르헤 엔리히 아라우스 에어포트	TDD
탄닥, 필리핀	탄다크 에어포트	TDG
트랏, 태국	트랏공항	TDX
트랏, 태국	Trat	TDX
테터보로, NJ, 미국	테터보로 에어포트	TEB
테터보로, NJ, 미국	Teterboro	TEB
테베사, 알제리	Tbessa	TEE
테베사, 알제리	셰이크 라르비 테베시 에어포트	TEE
퉁런, 중국	Tongren	TEN
테키르다그, 터키	Tekirdag	TEQ
테키르다그, 터키	테키르다 코를루 에어포트	TEQ
라지스, 포르투갈	Lajes	TER
라지스, 포르투갈	아에로포르투 인테르나시오나우 다스 라지스 에어포트	TER
테테, 모잠비크	친고지 공항	TET
텔류라이드, CO, 미국	Telluride	TEX
텔류라이드, CO, 미국	텔루라이드지역공항	TEX
테지퍼, 인도	테즈푸르 에어포트	TEZ
테페, 브라질	Tefé	TFF
테페, 브라질	테페 에어포트	TFF
투피, 파푸아뉴기니	Tufi	TFI
Santa Cruz de Tenerife, Spain	Tenerife-Norte	TFN
산타크루즈데테네리페, 스페인	Tenerife-Norte	TFN
산타크루즈데테네리페, 스페인	테네리페 노르테공항	TFN
테네리페 노르테공항	산타크루즈데테네리페, 스페인	TFN
Granadilla de Abona, Spain	Tenerife-Sur	TFS
그라나딜라데아보나, 스페인	Sur Reina Sofia	TFS
그라나딜라데아보나, 스페인	Tenerife-Sur	TFS
그라나딜라데아보나, 스페인	테네리페수르공항	TFS
테네리페수르공항	그라나딜라데아보나, 스페인	TFS
Podgorica, Crna Gora	Golubovci	TGD
포드고리차, MNE	포드고리차 공항	TGD
포드고리차, 몬테네그로	Golubovci	TGD
포드고리차, 몬테네그로	Podgorica	TGD
포드고리차, 몬테네그로	포드고리차 공항	TGD
콸라테렝가누, 말레이시아	Sultan Mahmood	TGG
콸라테렝가누, 말레이시아	술탄마흐무드공항	TGG
Tongoa, 바누아투	Tongoa	TGH
Tingo María, 페루	팅고 마리아 에어포트	TGI
Lifou, New Caledonia	Tiga	TGJ
리푸, 뉴칼레도니아	Tiga	TGJ
타르구 무레스, 루마니아	타르구무레스국제공항	TGM
퉁랴오, 중국	Tongliao	TGO
Bor, 러시아	Podkamennaya Tungus	TGP
투구르트, 알제리	시디 마흐디 에어포트	TGR
탕가, 탄자니아	탕가 에어포트	TGT
Tegucigalpa, Honduras	Toncontin	TGU
테구시갈파, HND	톤콘틴 국제공항	TGU
테구시갈파, 온두라스	Teniente Coronel Hernán Acosta Mejía	TGU
테구시갈파, 온두라스	톤콘틴 국제공항	TGU
테구시갈파, 온두라스	Toncontin	TGU
툭스틀라 구트에레스, 멕시코	앙헬 알비노 코르소 국제공항	TGZ
툭스틀라 구트에레스, 멕시코	Tuxtla Gutiérrez Intl	TGZ
Thanh Hóa, Vietnam	Tho Xuan	THD
타인호아, 베트남	터쑤안 공항	THD
타인호아, 베트남	Tho Xuan	THD
테레지나, 브라질	테레지나-세나도르 페트로니오 포르텔라 에어포트	THE
Tachilek, 미얀마	타칠아익 에어포트	THL
트롤하탄, 스웨덴	트롤하탄반네츠보르크공항	THN
트롤하탄, 스웨덴	Trollhattan	THN
Tianshui, China	Maijishan	THQ
톈수이, 중국	Maijishan	THQ
Tehran, Iran	Mehrabad	THR
테헤란, IRN	메흐라바드국제공항	THR
테헤란, 이란	Mehrabad	THR
테헤란, 이란	메흐라바드국제공항	THR
수코타이, 태국	Sukhothai	THS
수코타이, 태국	숙호타이공항	THS
Pituffik, 그린란드	Pituffik	THU
Turukhansk, 러시아	투루한스크 에어포트	THX
티라나, 알바니아	Tirana Intl Airport Mother Teresa	TIA
티라나, 알바니아	너너테레사 티라나 국제공항	TIA
티라나, 알바니아	Rinas	TIA
티라나, 알바니아	Tirana Intl	TIA
Tiaret, 알제리	Bouchekif	TID
타이피, 사우디아라비아	타이프 리저널 에어포트	TIF
Tuherahera, French Polynesia	Tikehau Atoll	TIH
티케하우, 프랑스령 폴리네시아	Tikehau Atoll	TIH
Tirinkot, 아프가니스탄	Tarin Kowt	TII
Tirinkot, 아프가니스탄	타린 코트 에어포트	TII
티후아나, 멕시코	General Abelardo L. Rodriguez Intl	TIJ
티후아나, 멕시코	Rodriguez	TIJ
티후아나, 멕시코	티후아나국제공항	TIJ
Tembagapura, 인도네시아	티미카 에어포트	TIM
틴두프, 알제리	Tindouf	TIN
트리폴리, LBY	트리폴리공항	TIP
트리폴리, 리비아	트리폴리공항	TIP
트리폴리, 리비아	Tripoli	TIP
티루파티, 인도	티루파티공항	TIR
티마루, 뉴질랜드	리처드 퍼스 에어포트	TIU
Tivat, Crna Gora	Tivat	TIV
티바트, MNE	티밧 공항	TIV
티바트, 몬테네그로	티밧 공항	TIV
Tari, 파푸아뉴기니	Tari	TIZ
타리하, 볼리비아	카피탄 오리엘 레아 플라자 에어포트	TJA
Tanjung Warukin, 인도네시아	Tanjung Warukin	TJG
Toyooka, Japan	Tajima	TJH
도요오카, 일본	Tajima Aiport	TJH
도요오카, 일본	Tajima	TJH
도요오카, 일본	타지마 공항	TJH
토카트, 터키	토칵 에어포트	TJK
트레스 라고아스, 브라질	Plínio Alarcon	TJL
튜멘, 러시아	로시노 인터내셔널 에어포트	TJM
튜멘, 러시아	Tyumen	TJM
Tanjung Pandan, Indonesia	Bulutumbang	TJQ
탄중판단, 인도네시아	Bulutumbang	TJQ
탄중판단, 인도네시아	불루 툼방 에어포트	TJQ
Tanjung Selor, 인도네시아	탄중 하라판 에어포트	TJS
Kŭlob, 타지키스탄	쿨롭 에어포트	TJU
Takoradi, 가나	타코라디 에어포트	TKD
Tenakee Springs, AK, 미국	테나키 시플레인 베이스 에어포트 (TKE)	TKE
반다르람풍, 인도네시아	Branti	TKG
반다르람풍, 인도네시아	Radin Inten II	TKG
반다르람풍, 인도네시아	브란티공항	TKG
톡, AK, 미국	Tok Junction	TKJ
톡, AK, 미국	톡 에어포트	TKJ
트루크, 미크로네시아	추크국제공항	TKK
도쿠노시마, 일본	도쿠노시마공항	TKN
Takapoto, 프랑스령 폴리네시아	Takapoto	TKP
키고마, 탄자니아	Kigoma	TKQ
도쿠시마, 일본	도쿠시마 공항	TKS
도쿠시마, 일본	Tokushima	TKS
투리쿠, 핀란드	투르쿠 공항	TKU
투리쿠, 핀란드	Turku	TKU
Takaroa, 프랑스령 폴리네시아	타카로아 에어포트	TKX
Teller, AK, 미국	텔러 에어포트	TLA
멕시코시티, 멕시코	톨루카국제공항	TLC
멕시코시티, 멕시코	Toluca Intl	TLC
톨루카국제공항	멕시코시티, 멕시코	TLC
톨리아라, 마다가스카르	Tulear	TLE
탤러해시, FL, 미국	Tallahassee Mnpl	TLH
탤러해시, FL, 미국	Tallahassee	TLH
탤러해시, FL, 미국	탤러해시지역공항	TLH
Tolitoli, 인도네시아	Tolitoli	TLI
Talakan, 러시아	Talakan	TLK
탈린, 에스토니아	Lennart Meri Tallinn	TLL
탈린, 에스토니아	레나트 메리 탈린 공항	TLL
탈린, 에스토니아	Ulemiste	TLL
Tlemcen, Algeria	Zenata	TLM
틀렘센, 알제리	Zenata – Messali El Hadj	TLM
틀렘센, 알제리	제나타 공항	TLM
틀렘센, 알제리	Leïla Sebbar	TLM
틀렘센, 알제리	Zenata	TLM
툴롱, 프랑스	Hyeres	TLN
툴롱, 프랑스	예르 르 팔리베스트르 공항	TLN
툴롱, 프랑스	Toulon–Hyères	TLN
투루판, 중국	Jiaohe	TLQ
툴루즈, 프랑스	Blagnac	TLS
툴루즈, 프랑스	블라냑공항	TLS
툴루즈, 프랑스	Toulouse–Blagnac	TLS
Tuluksak, AK, 미국	툴룰삭 에어포트	TLT
Tel Aviv Yafo, Israel	Ben Gurion Intl	TLV
Tel Aviv-Jaffa, Israel	Ben Gurion Intl	TLV
텔아비브, Israel	벤구리온국제공항	TLV
텔아비브, 이스라엘	Tel Aviv Ben Gurion	TLV
텔아비브, 이스라엘	Ben Gurion Intl	TLV
텔아비브, 이스라엘	벤구리온국제공항	TLV
Plastun, 러시아	Plastun	TLY
Tambolaka, 인도네시아	Tambolaka	TMC
Waitabula, Indonesia	Tambolaka	TMC
타메, 콜롬비아	가브리엘 바가스 산토스 에어포트	TME
Thimarafushi, 몰디브	Thimarafushi	TMF
Tumling Tar, 네팔	툼링타르 에어포트	TMI
테르메즈, 우즈베키스탄	Termez	TMJ
테르메즈, 우즈베키스탄	테르메즈 에어포트	TMJ
타말레, 가나	타말레 에어포트	TML
Toamasina, Madagascar	Tamatave	TMM
토아마시나, 마다가스카르	토아마시나 공항	TMM
탐페레, 핀란드	Tampere-Pirkkala	TMP
탐페레, 핀란드	탐페레-피르칼라 공항	TMP
타만라세트, 알제리	하지 베이 아크나모크 에어포트	TMR
상투메, STP	상투메 국제공항	TMS
상투메, 상투메프린시페	상투메 국제공항	TMS
상투메, 상투메프린시페	Sao Tome Is	TMS
Trombetas, 브라질	포르투 트롬베타스 에어포트	TMT
탐보, 코스타리카	탐보르 에어포트	TMU
탬워스, NSW, 호주	탬워스공항	TMW
티미문, 알제리	Timimoun	TMX
지난, 중국	Jinan	TNA
지난, 중국	지난 야오창 국제공항	TNA
Tin City, AK, 미국	Tin City Afs	TNC
Tin City, AK, 미국	틴 시티 LRRS 에어포트	TNC
Nakatane, Japan	Tanegashima	TNE
나카타네, 일본	신다네가시마공항	TNE
탕헤르, 모로코	Boukhalef	TNG
탕헤르, 모로코	Tangier Ibn Battouta	TNG
탕헤르, 모로코	탕헤르 보칼레프공항	TNG
퉁화, 중국	Tonghua Liuhe	TNH
Tanjung Pinang, Indonesia	Raja Haji Fisabilillah	TNJ
탄중 피낭, 인도네시아	Raja Haji Fisabilillah	TNJ
탄중 피낭, 인도네시아	Kidjang	TNJ
탄중 피낭, 인도네시아	라자 하지 피사빌릴라 인터내셔널 에어포트	TNJ
Tununak, AK, 미국	투누낙 에어포트	TNK
Base Presidente Eduardo Frei Montalva, AK, 미국	Teniente R. Marsh	TNM
타이난, 대만	타이난공항	TNN
타마린도, 코스타리카	타마린도공항	TNO
Tana, Madagascar	Antananarivo	TNR
안타나나리보, MDG	이바토 국제공항	TNR
안타나나리보, 마다가스카르	Ivato Intl	TNR
안타나나리보, 마다가스카르	이바토 국제공항	TNR
테나, 에콰도르	Jumandy	TNW
Tobruk, 리비아	Tobruk	TOB
티오만 섬, 말레이시아	Pulau Tioman	TOD
티오만 섬, 말레이시아	Tioman	TOD
티오만 섬, 말레이시아	티오만공항	TOD
토주르, 튀니지	토죄르-네프타 국제공항	TOE
토주르, 튀니지	Tozeur	TOE
톰스크, 러시아	Bogashevo	TOF
